StatID,MatchID,PlayerID,MinutesPlayed,DistanceCoveredKM,Sprints,AvgHeartRate,MaxSpeedKMH,PassAccuracyPct,ShotsOnTarget,Tackles,Fouls,YellowCards,RedCards,MatchRating
13177,1277,111,59,12.83,30,123,22.85,86.85,1,2,1,0,0,7.09
13178,1277,114,58,9.51,21,128,26.1,67.12,0,3,2,0,0,7.03
13179,1277,100,62,6.55,0,176,33.64,78.58,0,2,0,0,0,6.31
13180,1278,102,82,8.41,16,156,29.18,75.61,1,1,1,0,0,7.56
13181,1278,100,75,2.92,12,168,33.59,80.46,4,2,3,0,0,6.5
13182,1278,101,61,8.08,36,151,27.07,84.41,1,0,0,0,0,7.46
13183,1278,111,99,11.08,21,163,26.49,74.07,0,0,1,0,0,5.68
13184,1278,91,71,11.28,33,160,30.15,81.26,0,2,1,0,0,7.65
13185,1278,107,70,13.21,24,141,25.98,73.67,2,2,1,0,0,6.74
13186,1278,112,53,6.97,32,142,31.74,73.28,0,4,2,0,0,7.91
13187,1278,115,74,10.4,34,136,33.05,86.57,2,0,0,0,0,6.57
13188,1278,113,60,8.55,28,158,26.94,68.6,0,2,1,0,0,8.02
13189,1278,105,57,10.16,25,154,33.57,84.81,0,4,3,0,0,7.41
13190,1278,92,62,3.28,8,149,33.22,85.28,1,2,1,0,0,7.17
13191,1278,98,67,7.95,23,175,26.72,86.27,2,4,0,0,0,6.04
13192,1278,103,88,6.45,30,136,27.76,81.3,1,2,0,0,0,6.61
13193,1278,96,80,11.19,39,145,32.57,88.48,0,0,0,0,0,6.89
13194,1278,119,69,11.52,17,128,36.0,82.56,1,5,0,0,0,8.04
13195,1279,114,60,8.31,28,137,30.81,70.04,2,0,0,0,0,6.35
13196,1279,116,66,8.43,38,164,32.77,86.57,1,2,2,0,0,7.49
13197,1279,97,87,12.31,18,137,29.99,77.37,1,4,3,1,0,6.86
13198,1279,106,97,9.49,32,157,29.87,81.67,3,1,2,0,0,7.19
13199,1279,94,79,13.86,19,145,32.44,65.7,1,3,1,0,0,5.9
13200,1279,119,75,10.12,28,128,31.24,86.44,2,1,3,1,0,6.18
13201,1279,112,59,9.15,30,137,36.0,80.81,0,2,2,1,1,5.42
13202,1279,108,89,10.65,15,155,35.03,86.22,1,2,1,1,0,6.02
13203,1279,104,73,7.59,20,158,26.42,83.1,1,3,1,0,0,6.69
13204,1279,96,73,9.73,38,157,29.94,81.2,4,5,3,0,0,5.5
13205,1279,120,49,5.57,13,135,31.17,83.43,2,2,0,0,0,7.47
13206,1279,99,87,10.34,22,152,30.65,95.73,2,0,0,0,0,6.81
13207,1279,113,89,12.5,32,147,25.56,93.62,1,1,1,0,0,6.9
13208,1279,115,38,12.72,15,142,27.33,73.81,2,1,2,0,0,6.47
13209,1280,93,50,11.09,35,164,30.8,88.68,1,4,0,0,0,6.45
13210,1280,94,49,8.0,21,145,27.94,86.73,4,2,0,0,0,7.23
13211,1280,91,77,9.81,38,138,27.61,78.89,0,0,2,0,0,7.21
13212,1280,111,81,12.28,29,155,33.14,80.3,1,3,2,0,0,7.44
13213,1280,98,61,11.27,35,125,33.05,69.99,2,3,0,0,0,6.9
13214,1280,117,70,6.07,3,152,31.4,90.52,0,1,1,0,0,7.06
13215,1280,92,66,3.49,0,138,26.93,90.03,2,3,1,0,0,5.43
13216,1280,96,67,9.32,31,143,26.48,86.48,0,4,0,1,0,7.31
13217,1280,102,69,11.95,20,153,28.91,86.57,1,0,1,0,0,5.55
13218,1280,118,77,13.37,34,128,24.94,85.76,2,1,4,0,0,6.29
13219,1280,99,75,10.85,27,149,24.85,76.76,4,1,1,0,0,6.79
13220,1280,116,58,7.07,29,139,29.44,84.77,3,1,3,1,0,5.81
13221,1280,114,57,11.72,23,166,36.0,82.01,2,0,1,0,0,6.46
13222,1280,106,68,6.56,26,176,32.66,86.21,1,1,1,0,0,7.67
13223,1280,110,70,10.86,45,155,31.57,82.65,3,1,1,0,0,5.62
13224,1280,108,95,9.68,9,148,29.24,75.45,4,2,1,0,0,6.23
13225,1281,96,62,5.89,14,146,27.9,87.71,1,1,1,0,0,7.16
13226,1281,105,72,8.75,33,148,23.58,92.03,2,2,3,0,0,6.7
13227,1281,106,63,10.17,30,148,31.94,96.98,2,4,2,0,0,5.57
13228,1281,120,97,9.3,26,172,26.89,87.11,1,0,0,0,0,7.0
13229,1281,94,87,9.18,44,151,33.59,83.22,3,2,1,0,0,6.8
13230,1281,118,80,10.75,43,141,28.14,85.96,1,0,2,0,0,6.9
13231,1281,107,71,9.93,22,140,28.15,79.03,0,2,1,0,0,6.42
13232,1281,98,25,10.74,34,133,26.21,80.74,0,2,2,0,0,7.57
13233,1281,92,55,7.06,2,168,25.85,73.41,0,1,1,0,0,5.82
13234,1281,116,60,11.76,28,158,30.38,92.55,1,2,3,0,0,6.9
13235,1281,101,66,10.52,27,156,29.35,71.98,0,3,1,0,0,7.35
13236,1281,110,100,8.38,22,183,27.65,80.55,1,5,3,1,0,6.3
13237,1281,103,55,7.59,33,175,30.43,77.16,1,0,1,0,0,7.28
13238,1281,108,64,7.99,25,138,35.51,73.6,2,1,1,0,0,8.25
13239,1281,112,84,7.8,33,155,29.22,81.41,0,5,4,0,0,6.09
13240,1282,100,69,3.82,12,150,30.63,68.78,2,5,2,0,0,6.14
13241,1282,114,78,10.95,26,157,31.65,92.57,2,1,3,1,0,7.95
13242,1282,106,70,13.39,34,129,36.0,87.99,0,4,1,0,0,7.75
13243,1282,109,65,10.23,46,145,31.08,87.16,1,0,1,0,0,5.92
13244,1282,105,72,11.42,29,153,30.56,94.2,0,1,0,0,0,6.6
13245,1282,102,84,10.06,26,162,27.12,81.81,0,3,1,0,0,6.67
13246,1282,95,81,12.15,21,179,31.87,70.7,2,2,2,0,0,7.9
13247,1282,110,51,9.12,15,155,32.73,72.61,1,3,2,0,0,7.48
13248,1282,107,80,9.41,41,156,31.17,79.52,0,4,0,0,0,7.02
13249,1282,113,91,8.3,26,146,30.67,79.14,3,1,1,0,0,6.34
13250,1282,91,61,10.05,24,175,32.15,78.33,0,0,0,0,0,6.83
13251,1282,115,34,10.22,25,142,27.39,67.31,1,2,2,0,0,7.29
13252,1282,112,70,15.58,17,141,35.92,91.26,1,3,0,0,0,7.17
13253,1282,97,54,10.11,20,143,34.9,74.97,2,3,0,1,0,7.69
13254,1282,103,72,14.58,31,152,31.46,74.84,0,0,0,0,0,5.99
13255,1282,118,52,12.23,20,119,31.69,88.4,0,3,0,0,0,6.63
13256,1283,101,34,5.69,27,153,30.25,89.63,2,2,0,0,0,6.96
13257,1283,120,76,9.3,16,143,32.25,95.34,1,1,1,0,0,6.44
13258,1283,99,56,8.0,34,148,29.76,89.31,3,4,4,0,0,6.31
13259,1283,91,53,11.13,21,141,28.75,81.01,2,4,1,0,0,7.03
13260,1283,114,73,7.77,36,140,27.16,82.44,3,2,0,0,0,6.21
13261,1283,107,69,12.02,34,152,30.91,79.77,1,2,0,0,0,8.58
13262,1283,94,59,7.77,33,136,26.52,72.11,1,3,2,0,0,7.19
13263,1283,104,100,11.04,29,156,30.33,81.79,2,1,0,0,0,5.57
13264,1283,96,64,7.98,36,142,32.18,86.47,4,0,1,0,0,6.07
13265,1283,113,95,12.76,32,158,33.3,90.29,2,2,1,0,0,6.59
13266,1283,100,69,2.0,0,135,30.84,93.32,3,2,0,0,0,7.95
13267,1283,98,82,10.41,32,132,28.07,80.03,3,3,1,0,0,5.76
13268,1283,102,21,9.79,23,148,29.42,79.83,1,4,0,0,0,6.02
13269,1283,118,39,10.09,37,146,27.63,84.56,4,2,3,0,0,6.27
13270,1283,93,51,8.36,32,167,28.8,89.93,2,2,0,0,0,7.42
13271,1283,92,49,6.82,3,150,32.39,75.94,3,6,0,0,0,6.57
13272,1284,104,65,7.95,30,135,28.11,94.03,0,0,2,0,0,7.61
13273,1284,112,82,10.35,21,147,24.95,69.26,0,1,2,0,0,6.67
13274,1284,105,56,8.93,16,156,30.76,86.28,1,3,1,0,0,6.23
13275,1284,110,68,10.42,36,122,30.82,68.31,1,4,3,1,0,6.09
13276,1284,119,78,7.05,32,143,35.16,80.15,1,0,3,0,0,5.86
13277,1284,107,63,11.87,29,156,26.11,81.64,2,6,1,0,0,7.47
13278,1284,120,43,10.62,27,143,29.72,74.49,2,4,3,1,0,8.14
13279,1284,117,71,3.78,8,165,31.81,87.51,0,1,3,0,0,7.83
13280,1284,108,53,10.25,24,141,26.9,76.11,1,2,0,0,0,7.65
13281,1284,118,100,8.51,11,163,32.07,83.29,1,2,1,0,0,6.98
13282,1284,97,46,9.44,38,152,32.74,93.71,3,1,1,1,0,5.55
13283,1284,116,59,10.57,31,161,35.28,84.57,2,1,2,0,0,8.33
13284,1284,101,49,13.11,33,150,28.58,76.6,2,3,1,1,0,6.99
13285,1284,99,67,12.34,34,128,26.55,97.0,1,3,2,1,0,7.46
13286,1284,95,77,8.41,19,151,22.0,86.25,2,3,1,0,0,7.17
13287,1285,101,70,10.92,28,158,26.08,85.2,2,2,1,0,0,6.34
13288,1285,100,97,3.29,8,148,24.87,97.0,1,0,3,0,0,7.27
13289,1285,119,100,14.2,38,121,28.67,80.86,0,3,1,0,0,6.19
13290,1285,114,96,10.84,38,145,33.08,91.88,2,0,1,0,0,6.79
13291,1285,105,76,10.99,28,149,30.07,76.06,0,4,4,0,0,7.55
13292,1285,102,97,10.79,12,138,26.82,91.23,1,3,0,0,0,7.0
13293,1285,91,72,11.3,13,143,29.11,82.91,0,3,1,0,0,7.28
13294,1285,110,66,10.91,23,164,29.3,82.84,0,3,2,0,0,6.28
13295,1285,97,56,6.72,27,147,34.5,73.05,0,4,1,1,0,7.35
13296,1285,98,88,10.77,20,135,32.37,90.84,4,2,0,0,0,6.93
13297,1285,103,75,11.99,24,172,34.1,66.42,2,2,1,0,0,7.22
13298,1285,104,100,10.61,20,166,29.12,83.37,1,5,1,0,0,6.03
13299,1285,112,57,10.76,36,150,32.42,78.63,2,2,2,0,0,7.47
13300,1285,95,65,10.12,38,139,27.3,79.04,2,3,1,0,0,5.73
13301,1285,99,61,7.63,45,129,26.86,86.25,2,1,1,0,0,5.71
13302,1286,100,70,4.26,8,150,30.62,82.16,2,2,1,0,0,6.41
13303,1286,113,51,9.33,35,149,29.35,90.45,0,4,1,0,0,6.79
13304,1286,94,57,12.35,27,160,31.92,79.06,2,0,3,0,0,6.7
13305,1286,112,62,9.68,35,146,25.89,70.0,2,3,0,0,0,6.29
13306,1286,114,68,8.96,34,150,32.14,78.65,1,1,0,0,0,6.1
13307,1286,99,79,6.3,33,148,30.86,74.44,0,4,2,0,0,7.25
13308,1286,118,82,9.89,27,137,32.9,81.69,2,5,1,0,0,6.01
13309,1286,110,65,8.72,36,148,30.06,83.26,2,0,1,0,0,6.81
13310,1286,108,70,8.23,28,171,36.0,89.43,0,2,1,1,0,6.59
13311,1286,96,71,9.28,41,158,27.74,79.18,1,6,0,0,0,7.39
13312,1286,93,86,7.05,33,147,28.64,73.3,0,2,2,1,0,5.47
13313,1286,101,57,8.57,29,158,32.27,77.98,1,3,2,0,0,5.58
13314,1286,91,61,10.1,30,154,31.18,79.02,0,3,1,0,0,6.58
13315,1286,105,77,7.25,28,146,27.15,75.16,1,2,2,0,0,6.22
13316,1286,103,59,9.94,25,153,25.86,87.06,1,1,1,0,0,8.0
13317,1286,120,82,9.16,30,142,29.72,81.31,1,5,0,0,0,6.01
13318,1287,108,74,9.57,25,142,35.53,90.47,1,1,0,0,0,6.35
13319,1287,95,54,10.28,31,132,25.52,80.0,2,1,0,0,0,7.39
13320,1287,94,76,11.27,25,142,32.19,83.63,1,3,1,0,0,7.53
13321,1287,106,61,8.58,23,153,26.65,84.04,2,0,1,0,0,7.92
13322,1287,104,68,9.42,30,157,28.75,69.15,1,6,0,1,0,5.84
13323,1287,91,85,11.82,20,164,27.96,86.08,0,1,0,0,0,7.62
13324,1287,107,56,7.9,29,151,27.03,83.86,1,1,2,0,0,8.41
13325,1287,92,90,3.53,14,152,34.2,81.93,1,2,1,0,0,6.42
13326,1287,117,64,4.47,11,154,30.3,89.74,2,4,1,0,0,6.56
13327,1287,98,40,8.84,46,144,22.34,97.0,0,2,3,0,0,8.48
13328,1287,100,76,4.31,0,155,31.13,82.01,2,2,1,0,0,6.19
13329,1287,119,69,9.74,34,168,25.09,69.84,2,2,0,0,0,6.19
13330,1287,116,70,10.9,18,142,33.68,86.08,3,2,0,0,0,6.29
13331,1287,113,78,9.75,30,133,26.26,82.65,1,4,1,0,0,5.47
13332,1287,115,51,8.05,23,139,31.13,80.92,2,1,2,0,0,7.52
13333,1288,111,58,7.0,25,150,30.82,75.04,1,0,0,0,0,7.35
13334,1288,95,69,7.24,20,143,27.0,93.38,0,1,3,0,0,8.0
13335,1288,107,48,9.61,31,156,35.63,77.92,0,0,2,0,0,6.44
13336,1288,114,93,10.51,35,140,30.15,75.35,2,2,0,0,0,6.85
13337,1288,118,60,12.75,35,149,35.36,87.06,3,4,2,0,0,6.14
13338,1288,94,74,11.99,27,120,33.91,81.77,4,2,0,1,0,7.57
13339,1288,101,87,8.64,24,169,29.88,79.22,0,2,3,0,0,6.05
13340,1288,100,39,4.56,7,163,36.0,86.97,0,1,0,0,0,6.47
13341,1288,103,80,13.46,33,140,29.19,74.17,2,3,1,0,0,5.23
13342,1288,117,73,3.28,0,147,35.19,76.43,2,1,2,0,0,6.42
13343,1288,92,87,5.13,12,153,27.19,91.98,1,0,1,0,0,5.6
13344,1288,109,69,8.76,38,155,34.44,80.67,1,4,1,0,0,6.0
13345,1288,102,44,10.71,24,131,28.84,83.06,1,3,1,0,0,5.91
13346,1288,112,90,8.86,31,141,31.01,83.14,0,2,1,0,0,7.25
13347,1288,113,60,8.05,25,147,30.58,77.71,1,4,0,0,0,6.31
13348,1288,105,33,9.66,16,156,26.12,77.28,0,4,2,0,0,6.28
13349,1288,119,82,10.16,35,131,29.41,75.45,0,5,1,0,0,6.89
13350,1289,98,55,9.21,32,152,27.29,79.2,2,4,1,0,0,7.98
13351,1289,96,78,9.75,24,151,23.25,64.86,2,6,1,0,0,6.96
13352,1289,99,84,8.97,14,139,27.04,95.49,0,3,3,0,0,7.84
13353,1289,109,48,11.3,30,164,23.7,77.54,2,2,2,0,0,7.15
13354,1289,104,100,12.18,24,136,29.3,87.76,0,0,0,0,0,5.54
13355,1289,117,79,5.99,0,143,26.93,80.01,0,4,2,0,0,5.04
13356,1289,93,56,13.67,25,146,34.29,82.83,2,1,0,1,1,6.69
13357,1289,91,61,9.38,54,156,30.04,85.1,0,2,0,1,1,6.99
13358,1289,114,55,12.92,33,156,32.59,77.96,2,1,3,0,0,6.42
13359,1289,113,45,9.94,29,145,33.0,86.62,1,1,4,0,0,5.7
13360,1289,101,55,9.97,31,156,27.73,75.07,2,4,3,0,0,7.49
13361,1289,102,71,10.59,37,146,29.55,80.17,2,1,1,1,0,5.8
13362,1289,120,62,9.31,45,152,31.42,76.76,2,1,2,0,0,6.71
13363,1289,118,73,8.39,20,154,25.64,87.46,0,3,0,0,0,6.19
13364,1290,96,76,10.83,23,160,25.1,76.62,1,3,1,0,0,8.19
13365,1290,105,60,9.14,41,137,29.69,85.23,1,2,0,0,0,8.08
13366,1290,114,75,11.3,37,146,32.4,80.71,0,0,1,0,0,5.72
13367,1290,117,58,5.89,3,128,26.46,74.71,2,1,2,0,0,6.94
13368,1290,107,52,9.16,37,149,28.39,81.31,2,1,1,0,0,7.19
13369,1290,113,70,10.95,37,146,25.36,71.42,2,1,0,0,0,7.2
13370,1290,100,81,6.52,0,135,31.19,83.19,0,1,1,0,0,6.69
13371,1290,106,65,9.75,21,146,34.68,77.78,0,1,1,0,0,6.41
13372,1290,112,61,8.81,33,159,30.34,68.85,1,1,0,0,0,7.61
13373,1290,101,68,10.75,35,137,32.37,79.33,1,2,0,1,0,7.55
13374,1290,119,60,9.9,28,162,28.58,74.72,1,2,1,0,0,5.54
13375,1290,116,70,10.99,25,147,25.35,82.1,1,1,2,1,0,6.18
13376,1290,109,93,10.11,22,141,25.61,87.64,1,3,1,0,0,7.94
13377,1290,108,79,10.51,44,144,33.87,85.79,1,1,3,0,0,6.92
13378,1290,110,66,11.85,30,159,29.73,71.01,1,1,2,1,0,6.24
13379,1290,92,92,2.0,4,165,33.02,80.32,1,1,0,0,0,7.69
13380,1290,104,100,9.9,20,144,33.46,94.53,0,2,0,0,0,6.47
13381,1290,94,46,10.52,32,143,26.08,88.6,1,0,2,0,0,6.17
13382,1291,113,65,11.41,36,152,27.4,82.36,1,2,0,0,0,8.38
13383,1291,103,88,8.11,23,175,28.34,87.28,2,8,0,0,0,6.48
13384,1291,110,92,9.46,22,152,31.58,75.15,1,4,3,0,0,8.13
13385,1291,116,88,9.21,34,146,26.34,75.73,2,0,2,0,0,8.23
13386,1291,102,68,10.62,23,157,28.02,84.19,1,3,1,0,0,7.81
13387,1291,107,80,6.78,17,141,27.84,80.34,0,3,3,0,0,6.53
13388,1291,98,83,4.95,21,140,27.8,80.27,0,6,1,0,0,6.39
13389,1291,101,85,8.46,31,163,24.74,81.29,0,0,0,0,0,6.34
13390,1291,114,100,9.21,25,150,29.09,95.84,1,3,2,1,0,8.3
13391,1291,94,81,10.27,29,153,29.81,88.37,1,4,0,0,0,6.53
13392,1291,91,85,9.13,33,151,33.58,90.79,1,0,5,0,0,7.17
13393,1291,97,88,9.47,30,143,27.82,85.84,1,3,0,0,0,8.08
13394,1291,112,86,7.24,40,143,29.58,83.03,1,4,1,0,0,7.4
13395,1291,92,52,5.89,8,155,26.93,79.33,1,2,0,0,0,5.65
13396,1291,117,82,7.27,13,125,30.76,92.75,1,4,2,0,0,7.11
13397,1291,108,71,7.57,40,157,31.37,68.8,0,4,0,0,0,6.62
13398,1291,105,78,9.63,44,159,30.23,71.29,1,2,1,1,0,7.43
13399,1291,118,68,12.46,35,154,34.51,88.44,0,3,3,1,0,7.18
13400,1292,97,65,10.97,26,158,30.24,71.66,1,4,4,0,0,7.09
13401,1292,96,90,9.57,19,167,30.74,83.91,2,2,2,0,0,7.13
13402,1292,113,32,3.97,32,149,22.73,72.32,1,2,1,0,0,6.72
13403,1292,101,60,10.24,33,126,32.74,87.57,0,3,2,0,0,6.99
13404,1292,95,35,8.9,26,139,30.45,74.42,1,3,0,1,0,8.18
13405,1292,107,72,10.86,21,147,35.22,71.94,1,2,1,0,0,6.37
13406,1292,116,52,7.72,13,151,23.76,76.75,2,2,0,0,0,7.19
13407,1292,99,83,9.46,18,135,24.02,82.34,2,3,1,0,0,7.04
13408,1292,98,79,7.5,28,144,29.5,74.43,1,2,3,0,0,6.2
13409,1292,117,67,2.44,4,158,26.99,85.96,1,0,1,0,0,7.01
13410,1292,119,49,10.6,23,147,31.4,91.05,2,2,2,0,0,7.35
13411,1292,110,100,11.96,26,154,29.92,93.44,2,3,0,0,0,6.35
13412,1292,105,43,12.67,26,130,28.07,76.06,1,4,0,0,0,6.81
13413,1292,93,60,7.5,40,160,28.2,81.92,1,1,1,0,0,6.91
13414,1292,103,74,8.71,24,146,34.94,89.73,2,0,0,0,0,7.66
13415,1292,109,100,12.56,18,160,26.55,89.38,0,2,2,1,0,6.91
13416,1292,104,41,8.15,29,160,31.71,72.83,1,3,0,1,0,7.13
13417,1292,120,60,9.93,24,160,26.5,93.16,0,4,1,0,0,6.7
13418,1635,110,82,9.0,37,148,31.57,92.44,1,1,1,0,0,7.31
13419,1635,94,65,8.24,9,160,30.07,96.78,2,3,2,0,0,6.68
13420,1635,91,80,12.69,34,146,28.48,74.8,1,1,3,0,0,7.19
13421,1635,115,89,13.08,36,149,25.51,89.4,0,3,0,1,0,6.38
13422,1635,97,75,8.18,19,150,36.0,78.77,0,0,1,0,0,6.37
13423,1635,101,73,7.07,15,144,29.35,89.58,1,3,2,0,0,5.9
13424,1635,95,53,12.2,34,128,30.82,83.69,1,1,1,0,0,7.16
13425,1635,111,86,8.09,37,156,36.0,88.16,1,1,1,1,0,6.84
13426,1635,92,100,5.68,0,154,25.17,88.7,3,0,1,1,0,6.92
13427,1635,120,57,8.07,19,157,28.78,85.68,0,5,1,0,0,5.38
13428,1635,107,42,8.93,28,154,25.93,82.1,2,3,3,0,0,7.69
13429,1635,116,75,9.51,34,156,28.76,77.82,0,2,3,0,0,6.46
13430,1635,109,53,10.48,20,176,34.39,97.0,1,0,0,0,0,7.0
13431,1635,117,83,4.55,0,176,29.02,75.89,1,1,1,0,0,5.51
13432,1635,113,63,11.27,33,168,29.61,77.53,2,2,0,0,0,6.8
13433,1635,102,81,8.64,27,138,30.85,74.45,1,2,2,0,0,6.22
13434,1635,96,80,11.8,32,167,34.96,68.35,0,3,0,0,0,7.45
13435,1636,120,58,10.03,28,166,29.27,89.04,1,4,3,0,0,5.77
13436,1636,92,67,4.4,26,134,26.31,82.63,0,1,1,0,0,6.21
13437,1636,109,60,10.55,34,152,26.35,88.87,0,3,3,1,0,7.39
13438,1636,94,69,11.33,24,170,32.91,84.47,0,2,1,1,0,5.8
13439,1636,107,90,9.65,24,149,28.02,65.7,2,2,1,0,0,6.19
13440,1636,116,88,11.4,16,138,25.48,85.72,1,0,5,0,0,6.41
13441,1636,105,65,12.92,28,148,28.63,80.21,0,1,3,0,0,6.43
13442,1636,111,80,12.22,20,138,29.83,89.41,0,4,1,0,0,6.94
13443,1636,115,70,11.28,36,127,26.64,74.03,1,0,2,0,0,5.91
13444,1636,119,85,10.29,27,153,23.46,79.96,2,2,0,1,0,5.94
13445,1636,103,87,12.39,28,133,29.57,83.46,2,1,0,1,1,6.5
13446,1636,100,65,5.36,12,158,30.14,76.23,0,1,1,0,0,6.88
13447,1636,99,73,9.3,34,135,33.12,82.54,0,4,1,1,0,6.36
13448,1636,110,65,10.72,24,138,27.84,90.21,1,1,0,0,0,7.43
13449,1636,117,74,7.33,5,160,27.5,82.72,1,4,1,0,0,6.65
13450,1636,118,100,8.06,28,148,34.19,75.88,1,3,1,0,0,6.12
13451,1637,107,67,10.66,11,168,26.77,94.84,5,2,2,0,0,6.36
13452,1637,115,56,7.93,33,162,25.4,75.86,0,1,2,0,0,7.7
13453,1637,103,66,11.58,34,150,31.19,91.88,1,2,0,0,0,6.37
13454,1637,102,55,9.25,34,155,30.12,76.23,1,2,2,0,0,6.15
13455,1637,93,100,8.31,25,148,25.59,80.32,0,0,2,0,0,7.11
13456,1637,95,57,8.85,26,144,34.42,79.66,0,3,1,0,0,7.14
13457,1637,114,63,12.78,37,137,22.19,83.84,1,0,3,0,0,6.15
13458,1637,112,33,8.4,37,128,30.17,87.01,0,0,2,0,0,5.48
13459,1637,105,44,8.11,35,149,30.41,83.84,1,3,0,0,0,6.57
13460,1637,111,47,10.2,34,143,36.0,87.09,2,4,0,0,0,6.3
13461,1637,99,74,10.23,36,166,30.74,87.11,1,0,1,0,0,6.13
13462,1637,97,81,11.62,19,174,34.51,83.55,2,3,2,0,0,5.4
13463,1637,116,70,10.36,44,152,32.49,76.36,3,1,0,0,0,8.2
13464,1637,110,39,12.98,32,157,25.42,81.92,3,1,1,0,0,8.22
13465,1637,118,64,10.2,30,141,25.22,93.67,2,3,3,0,0,7.57
13466,1637,106,61,7.99,30,142,32.15,86.74,2,2,1,0,0,6.21
13467,1638,100,86,5.99,14,154,25.79,74.76,1,2,3,1,0,5.5
13468,1638,97,70,9.58,25,145,27.29,80.39,0,2,1,0,0,5.59
13469,1638,107,61,11.32,27,166,26.42,86.36,3,2,2,0,0,7.46
13470,1638,120,63,11.88,32,145,30.75,73.88,0,0,1,0,0,6.98
13471,1638,93,64,8.99,20,142,33.51,91.76,2,1,0,0,0,6.29
13472,1638,106,85,9.84,28,131,29.69,85.45,0,1,0,0,0,5.69
13473,1638,98,61,9.61,22,156,28.6,65.37,0,2,2,0,0,6.99
13474,1638,112,75,9.82,19,134,29.67,75.9,1,1,1,0,0,5.59
13475,1638,92,60,4.51,9,154,31.33,79.78,2,1,0,1,0,6.97
13476,1638,114,67,11.22,28,146,29.09,75.8,1,2,1,0,0,6.12
13477,1638,113,51,10.18,24,162,26.09,96.61,3,5,0,0,0,7.54
13478,1638,110,86,10.01,27,160,28.79,85.02,0,0,2,0,0,6.15
13479,1638,118,69,11.37,27,135,24.94,76.35,1,3,0,0,0,7.06
13480,1638,99,98,9.69,18,156,32.94,88.95,1,0,1,0,0,5.88
13481,1638,95,62,8.43,25,163,34.65,81.31,3,1,0,0,0,6.23
13482,1638,119,68,11.63,21,138,33.59,77.16,2,0,0,0,0,6.79
13483,1639,105,79,8.26,31,160,29.91,84.94,0,4,0,1,0,6.78
13484,1639,107,77,9.81,41,110,29.24,74.69,2,2,0,0,0,6.96
13485,1639,97,82,9.84,31,152,30.51,87.62,2,1,1,0,0,6.32
13486,1639,96,57,10.95,18,148,34.17,79.11,2,3,0,0,0,6.59
13487,1639,120,42,11.48,19,142,27.33,77.44,0,2,1,0,0,7.67
13488,1639,91,85,10.08,26,147,27.21,82.02,2,4,0,0,0,7.26
13489,1639,98,80,10.69,26,144,29.97,80.76,1,2,1,0,0,7.23
13490,1639,103,59,10.83,21,127,28.45,71.62,1,0,1,0,0,5.94
13491,1639,119,58,9.46,27,127,28.63,86.27,6,1,0,0,0,7.53
13492,1639,113,65,10.65,16,152,26.34,69.7,2,4,0,0,0,8.3
13493,1639,99,86,9.86,20,125,27.12,74.6,3,1,0,0,0,7.43
13494,1639,101,48,13.24,27,139,33.74,72.48,0,4,3,0,0,4.81
13495,1639,106,59,6.62,25,162,36.0,77.68,1,6,2,0,0,8.32
13496,1639,100,93,3.5,5,155,23.99,89.94,4,1,4,0,0,6.84
13497,1639,112,92,10.71,21,147,27.26,94.17,2,2,1,0,0,8.3
13498,1640,119,93,9.31,27,146,35.81,84.44,1,4,1,0,0,5.81
13499,1640,110,89,8.61,28,145,23.26,96.13,1,4,1,0,0,6.56
13500,1640,103,76,6.26,32,146,28.31,90.23,3,5,1,0,0,6.4
13501,1640,112,68,6.92,29,146,29.03,83.45,1,2,2,1,0,7.4
13502,1640,104,60,9.18,25,137,36.0,82.82,1,2,3,0,0,7.06
13503,1640,116,86,9.19,28,151,32.06,79.88,1,3,0,0,0,7.31
13504,1640,106,88,11.27,15,170,24.06,87.99,3,5,3,0,0,6.49
13505,1640,98,73,13.17,31,134,27.09,87.65,0,1,2,0,0,6.64
13506,1640,93,100,11.83,25,161,36.0,83.01,1,4,0,0,0,5.29
13507,1640,114,56,10.64,25,154,31.52,69.4,0,2,0,0,0,5.78
13508,1640,111,93,13.99,31,150,36.0,90.53,1,0,1,0,0,7.15
13509,1640,91,72,8.14,16,137,31.58,84.43,2,1,0,1,0,6.45
13510,1640,108,95,7.38,24,144,28.4,73.55,1,2,2,0,0,5.84
13511,1640,118,70,11.64,23,140,34.84,78.99,1,4,3,0,0,6.71
13512,1640,99,68,11.44,33,154,28.39,87.98,1,2,1,1,0,6.62
13513,1640,113,34,10.27,20,150,26.12,90.78,0,3,0,1,0,8.11
13514,1641,112,59,10.85,39,143,31.25,82.22,1,2,1,0,0,7.13
13515,1641,94,69,6.05,31,136,30.8,87.03,2,2,1,0,0,7.15
13516,1641,118,75,9.07,25,157,30.26,76.95,3,2,3,0,0,6.86
13517,1641,98,91,9.16,10,126,34.92,85.6,1,1,0,0,0,6.67
13518,1641,95,75,11.2,27,157,31.43,79.2,1,5,2,0,0,7.77
13519,1641,119,63,10.45,23,153,23.97,72.25,1,1,0,0,0,5.74
13520,1641,107,62,6.97,28,147,30.7,73.37,0,2,1,0,0,6.4
13521,1641,91,48,12.35,40,160,30.32,70.2,1,1,1,0,0,6.43
13522,1641,105,78,11.92,37,133,30.9,78.03,3,1,1,1,0,7.09
13523,1641,110,72,9.76,28,153,22.0,83.35,1,3,1,0,0,7.11
